"track_n","line","lyric","track_title","clean_track_title"
9,21,"You ain't gotta guess who's back, you see","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,22,"I'm so Chi that you thought I was bashful","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,23,"But this bastard's flow will bash your skull","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,24,"And I will, cut your girl like Pastor Tro'","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,25,"And I don't, usually smoke, but pass the 'dro","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,26,"And I won't, give you that money that you askin' for","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,27,"Why you think me and Dame cool? We assholes","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,28,"That's why we hear your music in fast forward","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,29,"'Cause we don't wanna hear that weak shit no mo'","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,30,"N-now, th-th-throw your motherfuckin' hands","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,31,"(Get 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,32,"All the girls pass the weed to your motherfuckin' man","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,33,"(Get 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,34,"Now I ain't never tell you to put down your hands","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,35,"(Keep 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,36,"And if you're losin' yo' high, then smoke again","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,37,"(Keep 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,38,"(""You've got mail!"") N-n-n-n-n-now who the hell is this","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,39,"E-mailing me at 11:26?","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,40,"Telling me that she 36-26, plus double-dYou know how girls on Black Planet be when they get bubbly","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,41,"At NYU but she hail from Kansas","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,42,"Right now she just lampin', chillin' on campus","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,43,"Sent me a picture with her feelin' on Candice","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,44,"Who said her favorite rapper was the late great Francis","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,45,"W-H-I-T, it's getting late mami","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,46,"Your screen saver say tweet, so you got to ""call me""And bring a friend for my friend, his name Kweli","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,47,"(You mean Talib? Lyrics sticks to your rib)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,48,"I mean (That's my favorite CD that I play at my crib)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,49,"I mean (You don't really know him, why is you lyin'?)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,50,"Yo Kwe, she don't believe me, please pick up the line","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,51,"She gon' think that I'm lyin', just spit a couple of lines","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,52,"Then maybe I'll be able to give her dick all the time","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,53,"And get her high! Owww!","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,54,"Yeah, I can't believe this nigga use my name for pickin' up dimes","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,55,"But never-mind, I need some tracks, you tryin' to pull tracks out","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,56,"And my rhymes is finna blow, you trying to blow backs out","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,57,"Well okay, you twisted my arm, I'll assist with the charm","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,58,"Ayo, ain't you meet that chick at that conference with your moms?","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,59,"And sister's the bomb, boy she got the bougie behavior","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,60,"Always got something to say like a okay playa hater","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,61,"Anyways, I don't usually fuck with the Internet","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,62,"Or chicks with birth control stuck to they arm like Nicorette","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,63,"You really fuckin' that much or tryna get off cigarettes? (Keep 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,64,"If she think it's fly, she ain't met a real nigga yet","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,65,"Now I apologize if I come off a little inconsiderate","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,66,"I got the bubba kush and a sister could get a hit of it, yeah","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,67,"Yo, yo","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,68,"Get 'em high like noon or the moon","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,69,"Or a room filled with smoke, a hype-filled with dope","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,70,"Y'all assumed I was doomed, out of tune","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,71,"But I still filled the notes with real nigga quotes","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,72,"Real rappers is hard to find, like a remote","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,73,"Control rap is out of","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,74,"Used to, but still got love","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,75,"That's why I abuse you who are not thugs","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,76,"Rock clubs, it's like Tiger Woods in the hood","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,77,"Should have my own reality show, called Soul Survivor","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,78,"I stole on live-er niggas than you","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,79,"You's a bitch I got ones that are thicker than you","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,80,"How could I ever let your words affect me?","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,81,"They say hip-hop is dead, I'm here to resurrect me","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,82,"Marsha's too sexy to even make songs like these","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,83,"That's why the raw don't know your name, like Alicia Keys","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,84,"Too many featured emcees, and pro-ducers is popular","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,85,"Twelve thousand spins, nobody got to coppin' a","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,86,"Album, how come you the hot garbage of","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,87,"The year? It's clear your image is looped up","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,88,"Label got you souped up, tellin' you you sick","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,89,"When you a dick with a loose nut","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,90,"Video hard to watch like Medusa","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,91,"Even your club record need a booster, chimped up","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,92,"With a pimp cup, illiterate nigga, read the infra-","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,93,"Red across your head, I'm bred king like Simba","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,94,"Bolder than Denver, I ain't a Madd Rapper","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,95,"Just a emcee with a temper","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,96,"You dancin' for money like Honey, I did this my way","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,97,"So when the industry crash, I survive like Kanye","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,98,"Spittin' through wires and fires, emcees retirin'","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,99,"Got your hands up, get them motherfuckers higher then","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,100,"N-now, th-th-throw your motherfuckin' hands","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,101,"(Get 'em high, yeah)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,102,"All the girls pass the weed to your motherfuckin' man","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,103,"(Get 'em high, mm-mm, uh-uh)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,104,"Now I ain't never tell you to put down your hands","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,105,"(Keep 'em high, keep 'em high, keep 'em high, uh-uh)","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,106,"And if you're losin' your high then smoke again","Get Em High (Ft. Common & Talib Kweli)","get em high"
9,107,"(Keep 'em high)","Get Em High (Ft. Common & Talib Kweli)","get em high"
10,1,"*Key*","Workout Plan","workout plan"
10,2,"Girl #1","Workout Plan","workout plan"
10,3,"Girl #2","Workout Plan","workout plan"
10,4,"Girl #3","Workout Plan","workout plan"
10,5,"Ay Wussup girl","Workout Plan","workout plan"
10,6,"Heyy girl","Workout Plan","workout plan"
10,7,"Hey How u doin'?","Workout Plan","workout plan"
10,8,"Ayy, you know I finally got my shit together been watchin' that workout plan gurl!!","Workout Plan","workout plan"
10,9,"Well you lookin' all good and stuff you got you a-","Workout Plan","workout plan"
10,10,"Girl, I know it's that workout","Workout Plan","workout plan"
10,11,"Got you a six pack Shakur and stuff","Workout Plan","workout plan"
10,12,"Don't say it","Workout Plan","workout plan"
10,13,"My nigga my nigga I'm tired of puttin' 1-8-7 in my nigga's pager that shit ain't workin' no more","Workout Plan","workout plan"
10,14,"Girl you know I'ma video hofesional now (Girl) since I copped this new workout plan my shit is right, rollin' in Lexus, Acuras, everything girl","Workout Plan","workout plan"
10,15,"Girl, you need to let me know where I can cop that, how much is it?","Workout Plan","workout plan"
10,16,"Girl, you know you ain't gotta pay nothin' around me, I'm the bootleg queen I'll give it to you for Free.99","Workout Plan","workout plan"
10,17,"FREE.99?!","Workout Plan","workout plan"
10,18,"That's my dawg, you always lookin' out for us","Workout Plan","workout plan"
10,19,"My nigga, now I can throw away my bus pass and shit oh my God","Workout Plan","workout plan"
10,20,"Oh, shit","Workout Plan","workout plan"
11,1,"You just popped in the Kanye West","The New Workout Plan","the new workout plan"
11,2,"Get Right for the Summer workout tape","The New Workout Plan","the new workout plan"
11,3,"And ladies if you follow these instructions exactly","The New Workout Plan","the new workout plan"
11,4,"You might be able to pull you a rapper, a NBA player","The New Workout Plan","the new workout plan"
11,5,"Man, at least a dude with a car","The New Workout Plan","the new workout plan"
11,6,"So, first of all, we gonna work on the stomach","The New Workout Plan","the new workout plan"
11,7,"Nobody wants a little tight ass","The New Workout Plan","the new workout plan"
11,8,"1, and 2, and 3, and 4, and get them sit ups right, and","The New Workout Plan","the new workout plan"
11,9,"Tuck your tummy tight and do your crunches like this","The New Workout Plan","the new workout plan"
11,10,"Give head, stop, breathe, get up, check your weave","The New Workout Plan","the new workout plan"
11,11,"Don't drop the blunt and disrespect the weed","The New Workout Plan","the new workout plan"
11,12,"Pick up your son and don't disrespect your seed","The New Workout Plan","the new workout plan"
11,13,"It's a party tonight and ooh she's so excited","The New Workout Plan","the new workout plan"
11,14,"Tell me who's invited: you, your friends and my dick(AH!) What's scary to me is","The New Workout Plan","the new workout plan"
11,15,"Henny makes girls look like Halle Berry to me","The New Workout Plan","the new workout plan"
11,16,"So excuse me miss, I forgot your name","The New Workout Plan","the new workout plan"
11,17,"Thank you, God bless you, good night I came, I came, I came","The New Workout Plan","the new workout plan"
11,18,"It's been a week without me","The New Workout Plan","the new workout plan"
11,19,"And she feel weak without me","The New Workout Plan","the new workout plan"
11,20,"She wanna talk it out but","The New Workout Plan","the new workout plan"
11,21,"Ain't nothing to talk about","The New Workout Plan","the new workout plan"
11,22,"Unless she's talking about freaking out","The New Workout Plan","the new workout plan"
11,23,"Then maybe we can work it out","The New Workout Plan","the new workout plan"
11,24,"Work it out, work it out","The New Workout Plan","the new workout plan"
11,25,"Work it out, work it out now","The New Workout Plan","the new workout plan"
11,26,"Maybe we can work it out","The New Workout Plan","the new workout plan"
11,27,"Oh, girl, your silhouette make me wanna light a cigarette","The New Workout Plan","the new workout plan"
11,28,"My name Kanye from the Jigga set, Twista said ""Get It Wet""Ooh girl your breath is harsh!","The New Workout Plan","the new workout plan"
11,29,"Cover your mouth up like you got SARSOff them tracks yea I bought them cars","The New Workout Plan","the new workout plan"
11,30,"Still, kill a nigga on 16 bars","The New Workout Plan","the new workout plan"
11,31,"We ain't sweating to the oldies, we juking to a cold beat","The New Workout Plan","the new workout plan"
11,32,"Maybe one day girl we can bone","The New Workout Plan","the new workout plan"
11,33,"So you can brag to all your homies now","The New Workout Plan","the new workout plan"
11,34,"But I still mess with a big girl, if you ain't fit girl, I'll still hit girl","The New Workout Plan","the new workout plan"
11,35,"1 and, you brought 2 friends, ok, 3 more now hop in the Benz","The New Workout Plan","the new workout plan"
11,36,"4-door: do you know the difference between a 5, 6, 7, 8?","The New Workout Plan","the new workout plan"
11,37,"All the mocha lattes, you gotta do Pilates","The New Workout Plan","the new workout plan"
11,38,"You gotta pop this tape in before you start back dating","The New Workout Plan","the new workout plan"
11,39,"Hustlers, gangstas, all us ballas","The New Workout Plan","the new workout plan"
11,40,"It's been a week without me","The New Workout Plan","the new workout plan"
11,41,"And she feel weak without me","The New Workout Plan","the new workout plan"
11,42,"She wanna talk it out but","The New Workout Plan","the new workout plan"
11,43,"Ain't nothing to talk about","The New Workout Plan","the new workout plan"
11,44,"Unless she's talking about freaking out","The New Workout Plan","the new workout plan"
11,45,"Then maybe we can work it out","The New Workout Plan","the new workout plan"
11,46,"Work it out, work it out","The New Workout Plan","the new workout plan"
11,47,"Work it out, work it out now","The New Workout Plan","the new workout plan"
11,48,"Maybe we can work it out","The New Workout Plan","the new workout plan"
11,49,"Hi, my name is Jill, I just want to say thanks to Kanye's workout plan. I was able to pull a NBA player. And like now I shop every day on Rodeo Drive. I just want to say, thank you Kanye! Woooo! Woooo! Woooo!","The New Workout Plan","the new workout plan"
11,50,"My name is Lasandra, and I just want to say that ever since listening to Kanye's workout tape, I was able to get my phone bill paid, I got sounds and 13's put up in my Cavalier and I was able to get a free trip to Cancun. And what's most importantly is that I ain't gotta fuck with Ray-Ray's broke ass no mo'","The New Workout Plan","the new workout plan"
11,51,"Work it (mo')","The New Workout Plan","the new workout plan"
11,52,"Juke it (mo') Pump it (mo')","The New Workout Plan","the new workout plan"
11,53,"Chi-Town (mo') Let's go (mo')","The New Workout Plan","the new workout plan"
11,54,"My name is Ella-May from Mobile, Alabama, and I just want to say since listening to Kanye's workout tape, I been able to date outside the family, I got a double wide, and I rode a plane, rode a plane, rode a plane","The New Workout Plan","the new workout plan"
11,55,"Thanks to Kanye's workout plan","The New Workout Plan","the new workout plan"
11,56,"I'm the envy of all my friends","The New Workout Plan","the new workout plan"
11,57,"See I pulled me a baller man","The New Workout Plan","the new workout plan"
11,58,"And I ain't gotta work at the mall again","The New Workout Plan","the new workout plan"
11,59,"(Lemme break ya wit' a piece of)","The New Workout Plan","the new workout plan"
11,60,"My favorite work out plan (oh! oh! oh!)","The New Workout Plan","the new workout plan"
11,61,"I wanna see you work out","The New Workout Plan","the new workout plan"
11,62,"(Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah)","The New Workout Plan","the new workout plan"
11,63,"I wanna see you work out","The New Workout Plan","the new workout plan"
11,64,"(It's like that old Michael Jackson shit)","The New Workout Plan","the new workout plan"
11,65,"That's right, put in work, move your ass, go berserk","The New Workout Plan","the new workout plan"
11,66,"Eat your salad, no dessert, get that man you deserve","The New Workout Plan","the new workout plan"
11,67,"It's Kanye's workout plan","The New Workout Plan","the new workout plan"
11,68,"I said it's Kanye's workout plan (Ladies and gentlemen)","The New Workout Plan","the new workout plan"
11,69,"It's Kanye's workout plan (Allow myself to introduce myself)","The New Workout Plan","the new workout plan"
11,70,"His workout plan (This time around, I want y'all to clap like this)","The New Workout Plan","the new workout plan"
11,71,"That's right, put in work","The New Workout Plan","the new workout plan"
11,72,"Move your ass, go berserk","The New Workout Plan","the new workout plan"
11,73,"Eat your salad, no dessert","The New Workout Plan","the new workout plan"
11,74,"Get that man you deserve (Stop!)","The New Workout Plan","the new workout plan"
11,75,"It's Kanye's workout plan (Okay, breathe)","The New Workout Plan","the new workout plan"
11,76,"I said it's Kanye's workout plan (I know y'all ain't tired)","The New Workout Plan","the new workout plan"
11,77,"It's Kanye's workout plan (But I hope not 'cuz on this one I need ya)","The New Workout Plan","the new workout plan"
11,78,"His workout plan (To give me a soul clap, okay?)","The New Workout Plan","the new workout plan"
11,79,"(Double time)","The New Workout Plan","the new workout plan"
11,80,"That's right, put in work (Woo!)","The New Workout Plan","the new workout plan"
11,81,"Move your ass, go berserk (Ow!)","The New Workout Plan","the new workout plan"
11,82,"Eat your salad, no dessert (Ugh!)","The New Workout Plan","the new workout plan"
11,83,"Get that man you deserve","The New Workout Plan","the new workout plan"
11,84,"That's right, put in work (Put in work)","The New Workout Plan","the new workout plan"
11,85,"Move your ass, go berserk (Go wizzerk)","The New Workout Plan","the new workout plan"
11,86,"Eat your salad, no dessert (No dessert)","The New Workout Plan","the new workout plan"
11,87,"Get that man you deserve (You hear, ugh)","The New Workout Plan","the new workout plan"
11,88,"That's right, put in work (That's right put in work)","The New Workout Plan","the new workout plan"
11,89,"Move your ass, go berserk (Go wizzerk)","The New Workout Plan","the new workout plan"
11,90,"Eat your salad, no dessert (Eat your salad, no dessert)","The New Workout Plan","the new workout plan"
11,91,"Get that man you deserve (Woo!)","The New Workout Plan","the new workout plan"
11,92,"(Okay, okay, okay, that's, that'd be good)","The New Workout Plan","the new workout plan"
11,93,"(I appreciate your time)","The New Workout Plan","the new workout plan"
11,94,"I want to see you work out for me","The New Workout Plan","the new workout plan"
11,95,"Whoa, yeah, whoa yeah","The New Workout Plan","the new workout plan"
11,96,"Do-do-do-do-do-do-do-do-do-do, yo","The New Workout Plan","the new workout plan"
12,1,"Kanye, it's Foxx, man","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,2,"I'm just sayin' I was talkin' to the girls you know","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,3,"And we don't put enough emphasis on the ladies sometime","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,4,"You know, I was talkin' to this girl","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,5,"She was talkin' about the music all fast in the club you know","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,6,"She gotta drink water 'cause she thirsty","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,7,"She danced like 92 hundred songs back to back","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,8,"With ain't nobody really try to find out what she feelin'","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,9,"Like how she feel... you know what she told me?","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,10,"(Are you gonna be?) Check it out, this is what she said","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,11,"(Say that you're gonna be) Ooh, ooh, ooh, ooh, oooh","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,12,"She said she want some Marvin Gaye, some Luther Vandross","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,13,"A little Anita will definitely set this party off right(Are you gonna be, are you gonna be, are you gonna be","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,14,"Are you gonna be, are you gonna be, well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,15,"She said she want some Ready for the World, some New Edition","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,16,"Some Minnie Riperton will definitely set this party off right(Are you gonna be, are you gonna be, are you gonna be","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,17,"Are you gonna be, are you gonna be, well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,18,"It definitely will!","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,19,"You know what I told her?","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,20,"I told her to drive over in yo new whip, bring some friends you cool wit","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,21,"I'ma bring the cool whip, then I want you to strip","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,22,"See you is my new chick, so we get our grind on","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,23,"She be grabbin', callin' me Biggie like Shyne home","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,24,"Man I swear she fine homes, why she always lyin' though?","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,25,"Tellin' me them diamonds, when she know they rhinestones","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,26,"She got a light-skinned friend look like Michael Jackson","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,27,"Got a dark-skinned friend look like Michael Jackson","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,28,"I played Ready for the World, she was ready for some action","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,29,"My dog said you ain't no freak so you 'bout to prove my man wrong","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,30,"I'ma play this Vandross, you gon' take yo pants off","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,31,"I'ma play this Gladys Knight, me and you gon' get right","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,32,"She said she want some Marvin Gaye, some Luther Vandross","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,33,"A little Anita will definitely set this party off right(Are you gonna be, are you gonna be, are you gonna be","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,34,"Are you gonna be, are you gonna be, well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,35,"She said she want some Ready for the World, some New Edition","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,36,"Some Minnie Riperton will definitely set this party off right(Are you gonna be, are you gonna be, are you gonna be","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,37,"Are you gonna be, are you gonna be, well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,38,"Smokey Robinson, Smokey Robinson","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,39,"Freddie Jackson, everything, everything (Well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,40,"Smokey Robinson, Ashford & Simpson (Are you gonna be)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,41,"Set the party, really set the party off right","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,42,"Yes it will, yes it will (Well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,43,"Al Green, oh! Al Green, ohh yeah!","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,44,"Oooh!!!","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,45,"Whatcha know about the Isley Brothers?","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,46,"Now Kanye, I know I told you to slow it down, baby","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,47,"It's good, it's all good, it's beautiful","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,48,"But now I need you to do it faster baby","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,49,"Can you please? Do it faster, baby, do it faster!Damn, baby; I can't do it that fast... but I know somebody who can, Twista!","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,50,"Got you looking at the glist on my hands and wrist","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,51,"While I'm layin' back and smoking on my cannabis","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,52,"When it come to rockin' the rhythm like Marvin and Luther","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,53,"I can tell you ain't no messin' with Kan Man and Twist","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,54,"In the Chi and I be sippin' Hennessy, play some R&B","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,55,"While I smoke a b, you can preferably find that I'm a G","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,56,"And all this (Well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,57,"Come wit me and sip on some Evelyn Champagne","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,58,"You ain't know Twista could work it like the Whispers?","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,59,"Hit the stop light, move it to some Isleys","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,60,"Rims still movin' so I bump a lil' Spinners","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,61,"While I'm smoking on a b, dippin' through the streets","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,62,"Bumpin' R&B and I got the heat on the 23's","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,63,"And I do it (Well well well well)","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,64,"Wit my Earth in the Wind smoking Fire","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,65,"Let me get ya sheets wet listenin' to Keith Sweat","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
12,66,"Put you in a daze wit Maze","Slow Jamz by Twista, Kanye West & Jamie Foxx","slow jamz by twista, kanye west & jamie foxx"
